food_item,calories_(kcal),protein_(g),carbohydrates_(g),fat_(g)
Cookies,528,30.9,39.1,38.1
Spinach,132,7.6,46.6,6.2
Grapes,245,3.2,12.1,24.1
Apple,408,30.1,58.4,10.0
Quinoa,508,29.4,54.6,36.1
Spinach,114,42.5,79.8,40.2
Popcorn,210,13.4,92.6,1.6
Broccoli,99,8.6,59.0,37.7
Orange Juice,141,7.1,40.5,35.6
Carrot,322,19.9,63.0,35.0
Salmon,320,22.1,97.1,7.6
Rice,213,14.5,22.1,50.0
Water,447,15.3,32.0,48.1
Chicken Breast,330,15.6,36.7,37.5
Apple,365,8.2,39.0,32.7
Spinach,493,36.4,8.6,19.9
Butter,112,40.3,92.4,46.7
Chocolate,70,40.4,41.8,21.2
Water,449,19.1,57.5,42.0
Chicken Breast,256,10.3,86.9,37.4
Apple,344,33.7,89.2,20.4
Pasta,208,17.9,21.6,22.3
Eggs,533,17.1,49.7,49.3
Banana,127,14.4,14.5,4.4
Orange,495,11.6,70.3,20.8
Apple,255,25.1,90.2,42.3
Pork Chop,323,40.4,80.4,13.9
Chips,408,16.5,24.0,33.7
Banana,223,26.6,78.4,21.9
Banana,56,10.3,17.8,47.5
Yogurt,561,27.1,91.8,40.2
Chicken Breast,189,2.0,32.5,48.3
Quinoa,254,26.0,23.6,20.4
Chips,126,23.7,41.6,21.2
Oats,503,18.5,86.5,11.5
Paneer,183,29.8,56.2,13.3
Oats,243,21.0,38.0,13.9
Quinoa,585,30.1,48.8,40.6
Milkshake,445,17.7,16.1,37.1
Nuts,386,12.8,77.9,48.1
Coffee,478,17.7,59.9,5.3
Bread,318,27.6,55.9,4.4
Pasta,297,3.0,56.5,17.9
Chips,496,29.3,63.5,25.5
Strawberry,260,44.7,61.7,11.7
Pasta,353,16.6,86.9,26.6
Milk,164,33.0,41.7,8.1
Bread,502,45.7,11.1,8.8
Potato,77,31.7,72.6,9.7
Coffee,280,16.1,83.7,7.1
Milkshake,340,23.7,42.8,38.9
Chocolate,119,39.4,25.2,4.0
Grapes,192,3.2,38.9,39.5
Milk,52,12.1,53.3,43.9
Strawberry,600,5.1,8.3,21.0
Potato,199,43.6,56.7,16.5
Pork Chop,183,17.4,22.8,3.9
Yogurt,376,1.2,53.9,33.5
Eggs,530,19.0,51.9,22.2
Apple,227,48.1,40.6,27.4
Salmon,181,26.4,92.8,10.9
Eggs,399,8.6,67.4,48.1
Bread,269,26.6,62.6,27.2
Broccoli,94,32.4,99.8,31.2
Green Tea,320,31.3,45.3,12.0
Pork Chop,511,8.5,66.5,26.9
Cheese,242,34.2,66.3,1.6
Carrot,282,11.7,28.3,13.9
Orange Juice,374,48.1,74.9,15.4
Yogurt,532,40.7,47.4,42.1
Pasta,272,39.5,89.2,14.0
Pork Chop,134,2.4,61.1,6.4
Pork Chop,358,43.8,97.2,29.1
Beef Steak,126,15.6,60.3,6.4
Banana,366,10.5,81.6,9.0
Salmon,139,44.5,87.0,1.8
Orange,214,49.5,75.5,27.3
Potato,163,25.0,95.1,36.7
Spinach,257,18.0,77.3,9.0
Cookies,581,49.6,42.8,3.2
Banana,435,43.1,8.6,18.1
Chocolate,314,32.1,89.5,36.9
Tomato,447,30.9,86.9,46.4
Chips,482,24.8,87.3,42.8
Butter,537,32.5,43.5,8.6
Milkshake,535,29.2,64.0,37.7
Milkshake,457,38.1,65.0,17.4
Orange Juice,229,39.9,93.9,29.6
Orange,95,20.5,90.8,46.0
Salmon,53,43.7,90.8,5.7
Bread,379,22.3,65.3,1.6
Broccoli,534,47.4,6.7,30.6
Milk,179,17.1,48.3,6.5
Broccoli,373,24.9,75.3,20.2
Nuts,430,3.5,26.7,29.6
Carrot,470,48.1,13.1,20.3
Salmon,542,27.1,42.5,44.3
Tomato,92,36.2,44.4,32.6
Yogurt,464,1.8,85.9,3.7
Chocolate,382,30.5,73.5,26.1
Tomato,367,6.1,99.5,41.3
Grapes,419,19.1,27.8,43.8
Rice,349,10.6,80.9,45.6
Apple,398,29.9,95.3,26.3
Green Tea,554,28.6,58.2,34.9
Oats,562,24.6,18.2,46.3
Beef Steak,310,37.8,50.0,29.3
Carrot,547,36.9,10.1,15.6
Popcorn,264,17.5,19.5,14.6
Broccoli,495,4.2,76.3,48.2
Quinoa,148,18.4,74.8,43.2
Strawberry,172,8.0,10.6,19.0
Strawberry,65,32.7,30.2,8.9
Beef Steak,165,39.9,11.2,38.9
Potato,104,30.0,42.3,12.1
Beef Steak,411,29.4,79.1,27.6
Grapes,333,6.6,14.9,42.7
Grapes,290,6.8,74.4,10.2
Chicken Breast,321,21.5,38.4,44.5
Rice,157,20.1,18.7,4.6
Chips,230,39.5,46.0,43.2
Broccoli,276,32.5,15.9,32.3
Pasta,308,7.0,33.0,17.3
Milkshake,568,31.6,99.9,44.9
Butter,214,17.1,7.8,2.1
Spinach,59,28.3,74.2,27.1
Tomato,340,47.5,71.5,38.6
Yogurt,440,2.9,96.1,12.7
Milkshake,439,7.0,57.1,38.5
Cookies,101,27.0,54.6,43.6
Chips,432,36.0,9.1,41.9
Pork Chop,298,28.7,48.9,3.5
Oats,106,26.0,53.8,23.6
Quinoa,226,35.6,46.9,11.0
Chips,555,36.6,76.0,17.8
Milk,209,14.5,47.9,24.2
Beef Steak,531,43.8,94.4,4.2
Pasta,266,40.2,63.8,12.8
Milkshake,177,22.9,44.9,36.0
Beef Steak,408,33.3,44.2,27.0
Potato,302,19.1,71.1,13.4
Salmon,245,12.5,52.8,34.6
Yogurt,383,14.5,49.7,5.4
Butter,380,31.4,48.4,49.9
Potato,501,37.7,6.9,16.3
Pasta,236,36.1,20.2,37.1
Carrot,530,49.3,51.3,13.4
Oats,446,21.6,54.6,1.2
Chips,256,12.9,94.5,46.7
Broccoli,241,21.4,95.8,20.4
Green Tea,208,2.7,85.2,4.5
Milk,135,3.7,35.5,43.1
Pasta,139,23.2,56.8,20.5
Tomato,336,22.3,13.6,28.3
Beef Steak,569,9.7,91.6,6.4
Pork Chop,442,32.4,88.3,11.9
Carrot,379,21.6,15.3,32.3
Orange,254,46.0,71.5,1.1
Tomato,574,30.9,16.9,46.4
Quinoa,399,17.1,86.7,48.0
Milk,62,13.5,73.4,37.2
Water,109,28.0,41.5,10.4
Pork Chop,247,15.5,73.1,12.6
Salmon,188,7.4,96.1,15.3
Green Tea,577,25.1,89.9,23.3
Chips,451,21.4,79.3,6.4
Apple,106,38.7,34.8,8.6
Milk,202,38.2,6.3,4.7
Butter,559,35.1,72.0,1.8
Chicken Breast,130,21.9,93.2,22.8
Carrot,297,5.2,83.4,34.5
Cheese,315,2.9,55.6,45.8
Pasta,486,5.4,86.6,40.4
Cheese,505,40.9,20.7,17.3
Potato,460,34.0,70.9,1.6
Orange Juice,111,40.0,9.0,6.4
Spinach,108,43.4,85.2,36.7
Oats,131,24.2,53.6,19.6
Potato,353,10.2,31.9,27.5
Butter,562,8.1,57.6,12.6
Pasta,338,32.0,99.3,40.2
Orange Juice,108,40.3,57.2,25.5
Pasta,506,19.6,90.0,20.8
Milk,270,2.9,54.8,17.1
Paneer,575,9.5,88.1,26.9
Chips,562,35.2,54.1,3.0
Water,473,2.0,88.4,10.0
Green Tea,458,30.8,20.0,37.8
Potato,378,17.2,53.5,25.5
Broccoli,280,8.9,76.7,46.0
Chips,185,27.3,87.1,26.8
Banana,232,9.8,64.5,41.9
Banana,323,47.3,57.7,20.5
Bread,401,7.9,98.3,39.4
Orange Juice,389,41.3,74.6,44.5
Chips,337,24.0,28.7,19.7
Banana,532,41.8,67.7,32.6
Broccoli,219,40.1,67.5,30.8
Nuts,415,38.6,92.8,13.4
Quinoa,67,23.7,49.1,1.8
Cookies,590,22.3,73.1,22.6
Apple,218,31.7,25.8,7.4
Tomato,230,13.6,89.9,5.7
Broccoli,491,36.4,82.4,10.2
Chips,546,23.9,21.4,45.1
Nuts,409,32.2,84.1,1.6
Tomato,568,8.4,45.8,48.7
Chicken Breast,88,4.3,85.0,3.6
Nuts,193,37.9,54.2,49.5
Water,344,8.5,96.2,26.0
Bread,118,34.6,93.3,34.7
Milkshake,367,49.9,98.3,24.6
Popcorn,332,38.1,89.0,44.5
Cheese,460,49.7,25.6,27.0
Pork Chop,174,42.8,67.4,26.3
Beef Steak,138,4.8,39.2,2.9
Rice,461,35.4,55.9,11.8
Chicken Breast,482,25.7,68.1,47.6
Beef Steak,293,7.4,38.7,44.4
Chips,420,2.4,41.8,8.6
Salmon,483,34.0,80.5,20.9
Chicken Breast,594,3.4,81.7,23.7
Cookies,307,33.0,51.3,26.6
Paneer,499,21.3,88.6,42.6
Water,486,1.1,22.3,10.4
Coffee,241,26.2,17.1,46.9
Banana,317,43.2,48.2,5.8
Orange,89,44.9,48.3,7.5
Popcorn,355,2.6,61.0,5.0
Beef Steak,488,9.5,84.7,4.6
Spinach,175,31.1,16.0,26.2
Salmon,313,31.7,15.3,23.5
Milkshake,554,32.0,76.0,23.2
Potato,567,23.5,15.9,8.6
Yogurt,322,34.6,23.3,46.2
Pork Chop,174,20.8,79.5,23.5
Beef Steak,225,7.6,34.7,47.5
Strawberry,323,45.5,33.7,40.3
Paneer,119,9.5,90.5,25.0
Milk,457,48.1,47.5,3.9
Bread,507,28.0,41.2,25.7
Water,161,20.5,14.5,45.6
Salmon,267,37.8,40.3,44.4
Eggs,319,7.9,41.4,27.4
Oats,408,36.4,47.0,48.9
Beef Steak,103,49.5,13.7,6.6
Chips,278,43.5,23.7,34.7
Cookies,280,19.9,80.1,47.5
Water,564,19.8,27.4,34.2
Strawberry,167,15.4,44.4,11.0
Paneer,271,46.4,72.5,6.3
Tomato,199,43.6,80.2,19.4
Grapes,98,25.9,91.0,17.9
Green Tea,412,16.1,98.5,30.5
Chicken Breast,67,32.3,81.8,12.9
Orange Juice,361,20.8,95.3,6.9
Green Tea,489,5.6,98.7,45.2
Oats,469,32.5,28.2,13.2
Potato,219,15.9,85.3,28.8
Chips,218,43.6,74.5,39.2
Apple,343,27.2,85.5,37.0
Strawberry,277,10.3,21.7,36.8
Potato,322,19.8,69.6,34.5
Grapes,187,27.4,7.0,14.4
Bread,458,34.4,73.2,32.5
Beef Steak,356,12.2,40.2,46.4
Milk,542,49.1,66.9,44.9
Chicken Breast,546,44.5,49.6,7.2
Rice,78,9.5,70.0,3.7
Chips,198,11.2,60.8,20.7
Butter,95,28.9,50.8,8.5
Salmon,347,4.6,76.9,44.9
Chicken Breast,199,17.5,71.6,48.2
Salmon,414,44.1,88.4,31.4
Butter,99,11.6,14.8,49.0
Oats,586,10.7,91.7,46.5
Grapes,282,33.9,72.2,38.2
Strawberry,264,44.0,95.0,37.7
Milk,202,1.2,32.7,36.5
Banana,473,25.0,44.8,38.0
Popcorn,113,14.1,93.3,48.7
Yogurt,162,47.0,51.1,16.0
Apple,516,4.5,37.3,30.4
Cheese,442,39.9,91.3,1.9
Paneer,115,20.9,10.2,42.6
Milk,194,46.8,46.5,17.3
Bread,552,6.7,55.4,44.1
Nuts,262,31.5,10.0,30.0
Yogurt,435,19.7,31.5,11.5
Strawberry,145,15.2,91.9,21.2
Apple,540,21.9,42.1,24.4
Chips,565,33.7,73.7,49.2
Yogurt,403,23.8,52.1,6.7
Oats,479,43.4,58.0,43.0
Pasta,282,2.9,85.8,48.7
Milkshake,134,27.5,73.5,29.5
Eggs,150,44.6,44.3,32.7
Chocolate,107,30.9,59.8,12.4
Milk,206,7.4,61.7,5.2
Pasta,433,25.2,84.4,38.5
Chocolate,77,39.0,58.8,46.5
Potato,67,18.6,70.4,18.9
Cheese,393,37.7,34.4,31.2
Milk,493,40.3,40.3,21.5
Milk,397,27.2,25.9,43.9
Coffee,284,11.7,37.1,1.2
Chips,81,3.3,23.7,33.7
Popcorn,593,8.4,64.6,42.2
Strawberry,244,15.5,5.5,18.1
Pasta,392,5.8,74.1,45.4
Chicken Breast,301,12.9,57.5,36.2
Quinoa,147,36.0,70.6,23.9
Beef Steak,429,13.5,7.5,37.4
Nuts,290,17.6,65.6,8.0
Coffee,154,14.4,77.4,44.9
Spinach,125,6.3,73.2,11.8
Cookies,245,17.9,80.3,31.0
Butter,244,32.2,56.8,34.1
Grapes,354,16.4,22.8,17.1
Chocolate,442,31.3,53.1,7.6
Carrot,504,41.3,57.1,33.4
Chips,384,38.0,92.5,40.1
Orange Juice,267,49.0,61.2,14.9
Orange Juice,176,15.5,32.5,8.2
Rice,137,47.9,82.6,1.0
Pasta,209,10.9,90.0,8.3
Chocolate,226,16.6,72.2,23.9
Pork Chop,446,40.0,63.6,24.8
Beef Steak,263,44.6,67.6,42.0
Milk,340,37.5,12.8,37.4
Water,600,37.4,66.3,20.2
Oats,593,13.8,79.9,9.5
Oats,288,25.6,43.3,33.5
Coffee,169,8.4,27.8,11.7
Pasta,455,28.9,58.6,28.6
Strawberry,227,47.1,93.1,36.8
Cookies,108,29.9,71.0,2.3
Cookies,439,40.4,31.9,20.4
Oats,119,26.3,27.4,45.0
Chips,304,2.3,24.4,44.5
Apple,186,3.0,53.4,17.7
Orange,518,32.1,31.8,36.9
Chocolate,347,37.0,7.8,40.0
Rice,342,40.3,65.3,7.1
Broccoli,456,24.0,64.2,10.9
Oats,167,45.0,50.0,11.7
Milk,409,22.7,67.6,46.4
Chicken Breast,75,5.6,84.7,29.0
Pasta,108,8.0,84.5,33.3
Carrot,363,41.3,40.1,45.4
Paneer,163,22.1,47.3,3.7
Nuts,414,37.7,85.9,14.5
Beef Steak,478,5.2,66.3,32.9
Potato,237,43.7,32.6,21.2
Rice,367,29.3,93.4,22.9
Orange Juice,495,44.7,76.8,39.9
Water,205,40.8,72.1,31.5
Chocolate,580,28.6,49.6,7.2
Chocolate,448,28.1,18.9,2.3
Pasta,411,15.2,34.3,46.2
Paneer,484,30.0,97.7,31.8
Milk,128,9.4,21.3,46.4
Cheese,154,23.4,48.2,30.6
Chips,139,49.2,44.4,31.9
Tomato,269,23.8,86.4,41.1
Banana,86,25.8,59.0,1.8
Popcorn,338,46.0,6.3,8.0
Nuts,253,28.8,51.7,19.9
Rice,266,4.1,47.7,12.1
Quinoa,126,26.1,7.6,35.0
Popcorn,266,37.7,8.6,1.7
Yogurt,115,16.6,77.9,3.7
Popcorn,195,25.0,88.3,11.6
Nuts,419,13.0,61.4,5.5
Pork Chop,364,48.3,79.0,29.5
Broccoli,407,43.8,10.7,37.3
Pasta,573,28.4,80.4,6.1
Coffee,320,32.1,78.8,1.1
Butter,434,1.5,45.8,48.8
Pasta,463,32.3,86.3,37.3
Grapes,398,1.1,73.2,2.0
Bread,204,29.6,56.4,41.2
Milk,64,24.3,5.6,23.4
Apple,505,9.7,41.8,39.4
Rice,350,16.6,47.7,17.2
Strawberry,176,14.8,86.8,2.3
Green Tea,541,4.1,62.0,17.4
Water,373,6.7,43.2,6.5
Chicken Breast,242,20.2,75.5,19.2
Spinach,164,23.3,11.7,1.2
Milkshake,137,38.1,93.5,29.0
Orange Juice,389,11.0,8.4,15.8
Tomato,556,43.8,69.7,25.6
Milk,314,34.5,75.8,35.6
Potato,264,33.2,7.1,37.5
Pasta,138,10.5,12.1,40.4
Orange Juice,164,34.4,85.4,33.7
Water,404,28.3,22.4,31.7
Cookies,427,39.5,27.8,9.4
Beef Steak,335,28.5,71.6,47.4
Cheese,515,3.4,59.3,40.0
Broccoli,95,25.0,25.0,31.0
Orange,242,11.2,11.2,41.9
Salmon,198,15.3,37.8,20.1
Strawberry,464,42.3,5.9,16.9
Chocolate,371,49.1,24.2,8.5
Banana,283,38.4,20.9,2.9
Beef Steak,99,42.8,46.7,16.5
Water,365,18.7,45.1,34.0
Nuts,345,42.3,21.3,16.9
Rice,99,11.2,41.3,14.3
Popcorn,544,44.6,92.8,27.2
Orange,419,47.2,34.7,30.0
Green Tea,419,23.4,91.6,14.7
Beef Steak,128,2.9,47.5,34.8
Eggs,460,14.3,58.8,30.8
Cheese,268,36.8,55.2,13.3
Rice,80,44.4,36.4,45.1
Spinach,597,30.0,12.8,36.6
Rice,379,37.5,67.5,38.1
Chicken Breast,387,30.6,18.0,9.2
Beef Steak,516,44.9,22.5,30.5
Grapes,448,31.3,21.8,43.3
Orange Juice,250,39.8,77.4,12.8
Eggs,497,15.7,64.3,17.5
Spinach,209,7.9,36.2,38.5
Coffee,173,9.8,49.2,6.8
Orange Juice,572,32.3,21.3,34.7
Cheese,137,9.8,70.9,41.0
Chocolate,146,28.6,49.7,43.5
Milk,240,13.7,22.6,8.2
Oats,92,9.4,46.3,21.6
Broccoli,525,9.0,98.8,36.0
Orange Juice,345,48.0,38.9,24.1
Banana,472,2.8,27.8,25.8
Orange Juice,130,42.8,17.8,28.6
Yogurt,188,45.8,36.5,14.1
Pasta,223,2.0,63.1,35.1
Water,539,25.6,84.5,33.2
Bread,350,31.3,85.8,38.3
Grapes,365,33.9,57.0,37.2
Apple,380,39.8,87.8,12.2
Broccoli,508,33.6,91.0,7.0
Popcorn,306,42.8,55.5,21.4
Tomato,514,4.7,30.0,1.3
Milk,293,3.9,62.1,6.5
Apple,533,38.8,26.1,16.4
Tomato,299,32.9,72.8,16.1
Grapes,510,38.3,53.3,35.4
Eggs,71,33.5,72.4,43.4
Chocolate,412,32.1,94.6,8.4
Orange Juice,147,38.4,90.4,17.6
Milk,173,33.5,83.8,18.4
Spinach,256,9.8,93.1,38.1
Pork Chop,314,21.3,95.0,9.3
Apple,289,18.5,96.5,35.6
Salmon,558,46.9,13.9,38.0
Salmon,229,48.9,96.2,6.4
Butter,313,17.6,42.3,46.4
Orange Juice,479,22.3,18.5,42.0
Carrot,464,13.1,31.1,23.3
Coffee,431,43.0,36.9,29.5
Popcorn,407,46.7,30.7,25.7
Chips,483,6.4,81.9,28.9
Butter,191,28.9,53.8,44.6
Bread,468,26.8,28.1,5.5
Nuts,73,46.9,29.6,30.2
Yogurt,277,7.0,97.6,36.1
Bread,388,1.9,20.0,16.7
Green Tea,151,27.0,30.7,11.8
Beef Steak,558,46.1,28.7,4.4
Popcorn,489,13.4,18.9,47.3
Oats,153,14.9,81.4,5.1
Banana,341,31.3,50.9,29.6
Orange Juice,154,25.7,34.5,41.7
Eggs,419,17.0,59.4,39.6
Oats,216,5.3,57.3,42.7
Eggs,539,36.5,70.1,28.6
Pork Chop,422,14.9,66.5,32.4
Eggs,169,1.6,26.4,32.3
Pork Chop,208,14.2,54.2,38.1
Eggs,510,37.3,85.0,31.4
Quinoa,255,26.7,76.3,27.0
Oats,456,34.1,97.2,18.5
Eggs,470,20.0,91.7,40.1
Yogurt,473,36.7,91.1,21.5
Tomato,524,43.6,75.2,45.0
Nuts,442,4.8,14.1,31.0
Beef Steak,370,33.6,18.6,45.3
Cookies,185,11.8,87.5,21.0
Broccoli,495,13.4,66.2,14.6
Green Tea,416,33.7,59.7,31.9
Yogurt,522,7.8,32.7,32.7
Chicken Breast,318,43.4,23.8,22.2
Quinoa,253,19.8,13.0,38.3
Broccoli,145,13.8,60.7,40.7
Spinach,389,30.1,17.0,27.5
Salmon,571,29.9,76.6,20.0
Potato,412,32.6,18.1,11.3
Popcorn,178,17.0,20.2,20.1
Beef Steak,275,6.3,19.8,30.2
Banana,420,10.2,23.2,48.8
Pork Chop,165,37.6,94.8,7.6
Eggs,235,40.9,88.8,15.1
Quinoa,409,41.7,23.2,24.9
Green Tea,246,21.5,20.3,6.8
Water,467,39.6,63.4,26.1
Carrot,300,33.3,52.4,26.1
Orange Juice,565,21.3,94.1,18.5
Rice,404,35.3,92.3,29.5
Milk,431,49.5,68.6,1.5
Potato,320,15.4,56.8,16.1
Banana,70,15.7,5.3,23.8
Potato,51,20.6,64.4,8.0
Orange Juice,404,15.9,55.4,46.3
Cookies,251,1.4,95.3,34.6
Broccoli,110,35.8,62.2,40.3
Carrot,519,19.6,30.6,47.1
Cookies,327,36.0,46.6,47.3
Banana,478,9.3,65.2,33.4
Coffee,60,1.8,81.1,40.2
Broccoli,256,21.7,72.6,4.4
Orange,282,3.3,58.7,38.3
Cookies,474,37.2,74.0,13.2
Pasta,408,1.7,83.8,26.2
Grapes,409,37.6,60.0,16.1
Carrot,476,21.8,47.0,24.0
Rice,522,6.8,27.3,3.1
Green Tea,442,23.3,29.5,16.8
Milkshake,164,7.1,8.3,9.4
Carrot,220,33.9,28.3,17.6
Milk,489,32.9,22.1,33.6
Milk,316,14.0,14.9,14.5
Pasta,367,48.8,74.2,24.0
Cookies,317,19.3,79.7,29.3
Apple,281,13.2,75.7,41.0
Spinach,289,20.1,12.4,15.4
Yogurt,232,2.6,42.5,9.3
Cheese,101,46.9,6.7,5.6
Apple,430,24.3,94.1,7.0
Nuts,367,42.6,13.8,24.5
Grapes,331,46.4,28.9,41.8
Eggs,103,6.3,77.0,17.4
Water,535,17.1,31.9,41.2
Banana,308,15.0,24.0,14.6
Potato,483,41.2,33.5,29.0
Cookies,354,43.8,48.0,13.7
Potato,311,20.9,77.0,47.4
Strawberry,425,22.7,5.7,2.5
Cookies,52,2.7,78.3,12.2
Orange Juice,171,26.0,17.8,17.1
Banana,332,21.0,47.2,35.1
Quinoa,232,2.6,88.5,4.9
Quinoa,251,30.9,13.5,29.9
Spinach,325,15.2,58.8,21.4
Yogurt,465,29.2,32.6,14.7
Cookies,159,20.6,35.9,34.1
Orange,364,14.0,68.0,25.0
Carrot,270,46.4,17.9,24.1
Tomato,395,17.0,65.1,22.4
Oats,542,2.3,5.8,4.0
Broccoli,266,48.0,68.7,11.2
Oats,174,45.4,64.7,47.9
Bread,373,40.0,52.2,43.3
Strawberry,149,11.5,21.0,4.9
Broccoli,343,16.5,74.1,14.6
Pork Chop,539,45.2,15.4,18.2
Nuts,179,41.3,33.2,23.1
Beef Steak,315,40.3,94.3,29.4
Pasta,277,19.5,97.2,12.7
Carrot,492,39.7,41.3,25.8
Bread,554,47.0,56.8,45.2
Cheese,160,3.5,45.9,8.1
Carrot,91,30.1,68.7,6.6
Orange,340,9.2,17.1,15.5
Beef Steak,174,7.0,99.8,47.2
Chocolate,554,36.4,86.5,15.4
Banana,379,32.8,15.3,12.5
Apple,516,17.9,93.4,38.3
Pork Chop,532,1.8,94.2,5.3
Quinoa,458,21.5,85.7,8.5
Potato,418,28.6,65.3,16.1
Spinach,73,15.6,14.8,14.4
Water,382,40.4,54.2,1.9
Milk,272,49.6,5.7,16.9
Pork Chop,549,35.6,25.8,39.8
Potato,467,16.4,85.8,32.3
Potato,536,32.7,29.2,45.8
Orange,365,40.7,49.0,17.4
Cheese,145,18.9,59.3,28.4
Broccoli,230,38.0,32.6,50.0
Strawberry,569,46.9,18.3,10.6
Potato,499,40.7,50.9,48.4
Tomato,130,47.5,67.4,44.5
Rice,552,20.9,21.7,8.0
Milkshake,71,22.3,46.9,49.0
Eggs,470,42.7,14.6,24.9
Chocolate,443,49.8,50.2,33.4
Nuts,477,14.3,91.8,22.2
Oats,292,48.8,17.2,17.9
Strawberry,85,45.2,90.9,33.3
Milkshake,487,41.7,33.0,45.1
Rice,549,13.8,23.8,9.0
Paneer,177,38.6,95.9,42.1
Beef Steak,281,48.6,89.1,1.9
Cookies,373,31.2,66.0,6.5
Quinoa,526,11.6,41.9,9.8
Milk,487,38.5,36.6,44.5
Eggs,369,34.7,27.4,13.6
Grapes,272,11.0,51.7,28.3
Salmon,593,13.5,86.6,48.4
Green Tea,582,18.0,9.3,42.5
Eggs,277,42.4,66.0,35.6
Apple,475,26.7,63.8,2.3
Grapes,155,7.7,20.5,25.7
Cookies,555,48.5,84.7,25.2
Grapes,73,6.0,21.1,18.5
Nuts,78,42.9,13.9,30.0
Beef Steak,263,3.8,27.3,35.9
Rice,594,22.8,18.3,47.6
Broccoli,571,24.6,10.8,1.6
Tomato,487,39.6,38.5,22.1
Strawberry,234,31.2,30.6,34.2
Bread,297,5.3,62.9,7.3
Nuts,243,27.5,6.0,21.1
Milk,457,41.5,23.4,29.9
Chocolate,393,8.2,93.4,4.5
Cheese,553,37.8,71.7,43.2
Orange Juice,139,26.1,42.5,33.5
Popcorn,329,22.2,99.2,37.9
Orange,405,25.8,88.4,4.4
Spinach,577,9.9,88.9,48.8
Nuts,449,29.2,19.4,37.1
Apple,411,43.5,57.5,19.5
Pork Chop,526,14.1,41.7,5.5
Cheese,261,27.2,20.5,42.8
Pasta,343,38.0,26.2,23.0
Bread,87,37.9,73.6,36.6
Chicken Breast,139,20.0,7.1,33.9
Milkshake,371,1.4,32.7,32.3
Paneer,346,35.2,97.6,29.1
Milk,375,35.3,22.8,42.5
Spinach,557,22.2,99.5,24.7
Coffee,444,9.4,44.6,25.5
Spinach,110,24.9,76.9,34.2
Coffee,180,42.9,22.5,9.6
Strawberry,568,44.0,92.2,44.4
Coffee,163,15.5,47.8,9.6
Orange Juice,141,27.4,34.9,48.8
Oats,267,35.5,22.3,25.4
Chicken Breast,193,4.3,15.4,26.5
Chocolate,333,19.2,17.9,31.4
Chicken Breast,353,38.7,30.9,24.8
Milk,76,37.8,68.8,21.7
Chicken Breast,115,25.6,36.7,45.1
Banana,574,19.2,50.6,16.6
Potato,363,12.9,6.1,15.4
Butter,556,28.9,99.7,9.9
Eggs,453,41.4,76.3,15.3
Butter,195,47.7,35.7,22.9
Milkshake,519,28.6,15.9,36.9
Chips,559,36.0,56.0,14.4
Nuts,168,3.7,93.8,42.4
Pork Chop,320,44.3,13.7,43.1
Beef Steak,391,38.4,96.0,17.6
Popcorn,296,33.8,10.6,5.3
Spinach,127,2.2,76.2,10.3
Quinoa,270,5.6,19.2,1.8
Nuts,144,16.9,38.1,10.2
Chips,551,28.6,55.5,37.8
Quinoa,142,9.0,64.3,49.7
Water,115,12.6,50.2,5.5
Orange,458,49.5,29.3,14.0
Coffee,151,16.2,86.2,18.5
Pasta,449,16.6,82.4,22.4
Pasta,546,36.1,43.1,16.7
Popcorn,318,18.5,16.0,28.8
Pork Chop,324,26.2,7.4,11.8
Milk,125,48.3,70.6,26.4
Grapes,96,24.4,95.0,25.7
Carrot,171,39.8,22.5,38.1
Paneer,267,13.4,6.1,4.0
Milkshake,512,27.1,21.9,37.9
Carrot,271,31.8,72.2,41.5
Bread,449,2.8,39.5,48.8
Green Tea,498,48.6,99.2,45.4
Water,188,37.0,69.4,11.5
Beef Steak,268,48.4,29.3,15.8
Grapes,516,1.5,7.3,32.6
Banana,117,12.1,50.6,35.8
Carrot,175,17.4,57.6,10.9
Paneer,315,25.0,40.5,20.1
Rice,436,44.9,58.9,21.2
Cookies,84,25.5,77.6,43.1
Spinach,221,37.0,56.6,14.5
Coffee,417,7.6,79.6,7.1
Spinach,82,37.3,7.1,18.6
Milk,388,27.3,91.7,18.0
Cheese,383,48.1,83.4,41.1
Spinach,138,25.9,23.4,19.7
Milk,234,22.7,59.8,3.8
Orange Juice,199,33.9,13.0,28.9
Pork Chop,283,4.8,45.8,23.9
Quinoa,394,12.6,77.4,43.1
Pork Chop,438,43.5,81.7,12.0
Bread,511,35.1,89.6,31.7
Potato,64,10.5,65.7,13.9
Banana,329,2.2,30.5,36.3
Chicken Breast,160,22.1,91.8,17.7
Chocolate,281,29.2,90.4,19.5
Milk,499,12.7,7.8,35.7
Chocolate,264,29.9,34.1,12.0
Potato,439,48.4,51.4,10.6
Quinoa,334,48.9,65.5,23.1
Paneer,531,41.6,44.4,32.4
Water,502,33.3,49.9,13.6
Orange,354,11.6,61.0,36.3
Orange Juice,98,1.4,12.0,49.9
Carrot,433,25.0,8.7,37.6
Cookies,469,38.7,29.5,40.1
Orange,492,11.8,64.2,20.3
Grapes,355,19.8,70.3,29.9
Potato,525,31.4,65.9,10.7
Carrot,378,46.1,98.2,23.2
Butter,437,26.6,49.9,21.7
Coffee,380,45.3,85.3,11.5
Carrot,573,23.6,80.4,23.0
Apple,113,1.7,59.1,23.0
Broccoli,379,46.4,50.7,36.4
